Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Gorilla gorilla gorilla cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Gorilla gorilla gorilla,3453,3453,100%,0.0,96.31,3744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_004031468.5?report=genbank&log$=nucltop&blast_rank=11&RID=YYPN66NU016"",""XM_004031468.5"")"
"PREDICTED: Chlorocebus sabaeus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Chlorocebus sabaeus,3418,3418,100%,0.0,96.35,3532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_073023238.1?report=genbank&log$=nucltop&blast_rank=12&RID=YYPN66NU016"",""XM_073023238.1"")"
"PREDICTED: Chlorocebus sabaeus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Chlorocebus sabaeus,3418,3418,100%,0.0,96.35,11600,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_073023239.1?report=genbank&log$=nucltop&blast_rank=13&RID=YYPN66NU016"",""XM_073023239.1"")"
"PREDICTED: Theropithecus gelada cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Theropithecus gelada,3396,3396,100%,0.0,96.12,3815,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025354500.1?report=genbank&log$=nucltop&blast_rank=14&RID=YYPN66NU016"",""XM_025354500.1"")"
"PREDICTED: Mandrillus leucophaeus cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Mandrillus leucophaeus,3387,3387,100%,0.0,96.02,3438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011969624.1?report=genbank&log$=nucltop&blast_rank=15&RID=YYPN66NU016"",""XM_011969624.1"")"
"PREDICTED: Cercocebus atys cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Cercocebus atys,3382,3382,100%,0.0,95.97,2682,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012055681.1?report=genbank&log$=nucltop&blast_rank=16&RID=YYPN66NU016"",""XM_012055681.1"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X1, mRNA",Macaca nemestrina,3382,3382,100%,0.0,95.97,12273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011755319.3?report=genbank&log$=nucltop&blast_rank=17&RID=YYPN66NU016"",""XM_011755319.3"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X3, mRNA",Macaca nemestrina,3382,3382,100%,0.0,95.97,5120,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011755321.3?report=genbank&log$=nucltop&blast_rank=18&RID=YYPN66NU016"",""XM_011755321.3"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X2, mRNA",Macaca nemestrina,3382,3382,100%,0.0,95.97,4725,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011755320.3?report=genbank&log$=nucltop&blast_rank=19&RID=YYPN66NU016"",""XM_011755320.3"")"
"PREDICTED: Homo sapiens cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Homo sapiens,3378,3769,100%,0.0,100.00,4070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054340429.1?report=genbank&log$=nucltop&blast_rank=20&RID=YYPN66NU016"",""XM_054340429.1"")"
"PREDICTED: Homo sapiens cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Homo sapiens,3378,3769,100%,0.0,100.00,3795,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011510554.3?report=genbank&log$=nucltop&blast_rank=21&RID=YYPN66NU016"",""XM_011510554.3"")"
"Homo sapiens cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant 3, mRNA",Homo sapiens,3378,3769,100%,0.0,100.00,3712,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NM_001445565.1?report=genbank&log$=nucltop&blast_rank=22&RID=YYPN66NU016"",""NM_001445565.1"")"
"PREDICTED: Papio anubis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Papio anubis,3378,3378,100%,0.0,95.92,3538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_021925083.2?report=genbank&log$=nucltop&blast_rank=23&RID=YYPN66NU016"",""XM_021925083.2"")"
"PREDICTED: Papio anubis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Papio anubis,3378,3378,100%,0.0,95.92,3632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_021925084.2?report=genbank&log$=nucltop&blast_rank=24&RID=YYPN66NU016"",""XM_021925084.2"")"
"PREDICTED: Macaca mulatta cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Macaca mulatta,3378,3378,100%,0.0,95.92,3639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_001101944.5?report=genbank&log$=nucltop&blast_rank=25&RID=YYPN66NU016"",""XM_001101944.5"")"
"PREDICTED: Macaca thibetana thibetana cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Macaca thibetana thibetana,3364,3364,100%,0.0,95.78,3547,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050755100.1?report=genbank&log$=nucltop&blast_rank=26&RID=YYPN66NU016"",""XM_050755100.1"")"
"PREDICTED: Rhinopithecus bieti cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Rhinopithecus bieti,3364,3364,100%,0.0,95.78,2495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_017871857.1?report=genbank&log$=nucltop&blast_rank=27&RID=YYPN66NU016"",""XM_017871857.1"")"
"PREDICTED: Macaca fascicularis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Macaca fascicularis,3360,3360,100%,0.0,95.73,3862,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_005575033.5?report=genbank&log$=nucltop&blast_rank=28&RID=YYPN66NU016"",""XM_005575033.5"")"
"PREDICTED: Colobus angolensis palliatus cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Colobus angolensis palliatus,3358,3358,100%,0.0,95.73,2743,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011956541.1?report=genbank&log$=nucltop&blast_rank=29&RID=YYPN66NU016"",""XM_011956541.1"")"
"PREDICTED: Trachypithecus francoisi cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Trachypithecus francoisi,3355,3355,100%,0.0,95.68,3133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033238937.1?report=genbank&log$=nucltop&blast_rank=30&RID=YYPN66NU016"",""XM_033238937.1"")"
"PREDICTED: Piliocolobus tephrosceles cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Piliocolobus tephrosceles,3353,3353,100%,0.0,95.68,3015,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023211509.2?report=genbank&log$=nucltop&blast_rank=31&RID=YYPN66NU016"",""XM_023211509.2"")"
"PREDICTED: Rhinopithecus roxellana cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Rhinopithecus roxellana,3351,3351,100%,0.0,95.64,2200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_010362113.2?report=genbank&log$=nucltop&blast_rank=32&RID=YYPN66NU016"",""XM_010362113.2"")"
"PREDICTED: Chlorocebus sabaeus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Chlorocebus sabaeus,3314,3314,100%,0.0,95.06,3502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_038004175.2?report=genbank&log$=nucltop&blast_rank=33&RID=YYPN66NU016"",""XM_038004175.2"")"
"PREDICTED: Nomascus leucogenys cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Nomascus leucogenys,3314,3314,100%,0.0,94.82,2531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003279229.4?report=genbank&log$=nucltop&blast_rank=34&RID=YYPN66NU016"",""XM_003279229.4"")"
"PREDICTED: Aotus nancymaae cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Aotus nancymaae,3245,3245,100%,0.0,94.53,3632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012475873.2?report=genbank&log$=nucltop&blast_rank=35&RID=YYPN66NU016"",""XM_012475873.2"")"
"PREDICTED: Chlorocebus sabaeus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X4, mRNA",Chlorocebus sabaeus,3219,3219,100%,0.0,93.81,3478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_073023240.1?report=genbank&log$=nucltop&blast_rank=36&RID=YYPN66NU016"",""XM_073023240.1"")"
"PREDICTED: Cebus imitator cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Cebus imitator,3202,3202,100%,0.0,94.05,3814,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_017524070.2?report=genbank&log$=nucltop&blast_rank=37&RID=YYPN66NU016"",""XM_017524070.2"")"
"PREDICTED: Theropithecus gelada cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X2, mRNA",Theropithecus gelada,3196,3196,100%,0.0,93.57,4220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025354502.1?report=genbank&log$=nucltop&blast_rank=38&RID=YYPN66NU016"",""XM_025354502.1"")"
"PREDICTED: Mandrillus leucophaeus cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X2, mRNA",Mandrillus leucophaeus,3187,3187,100%,0.0,93.48,3841,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011969625.1?report=genbank&log$=nucltop&blast_rank=39&RID=YYPN66NU016"",""XM_011969625.1"")"
"PREDICTED: Saimiri boliviensis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Saimiri boliviensis,3184,3184,100%,0.0,93.86,3017,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003941288.3?report=genbank&log$=nucltop&blast_rank=40&RID=YYPN66NU016"",""XM_003941288.3"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X4, mRNA",Macaca nemestrina,3183,3183,100%,0.0,93.43,12219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011755323.3?report=genbank&log$=nucltop&blast_rank=41&RID=YYPN66NU016"",""XM_011755323.3"")"
"PREDICTED: Nomascus leucogenys cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Nomascus leucogenys,3176,3355,95%,0.0,97.60,2614,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030827485.1?report=genbank&log$=nucltop&blast_rank=42&RID=YYPN66NU016"",""XM_030827485.1"")"
"PREDICTED: Homo sapiens cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Homo sapiens,3170,3561,100%,0.0,97.06,3658,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_006712243.3?report=genbank&log$=nucltop&blast_rank=43&RID=YYPN66NU016"",""XM_006712243.3"")"
"PREDICTED: Rhinopithecus bieti cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X2, mRNA",Rhinopithecus bieti,3169,3169,100%,0.0,93.29,2494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_017871858.1?report=genbank&log$=nucltop&blast_rank=44&RID=YYPN66NU016"",""XM_017871858.1"")"
"PREDICTED: Sapajus apella cyclic nucleotide gated channel subunit alpha 3 (CNGA3), mRNA",Sapajus apella,3166,3166,100%,0.0,93.67,3516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032255363.1?report=genbank&log$=nucltop&blast_rank=45&RID=YYPN66NU016"",""XM_032255363.1"")"
"PREDICTED: Piliocolobus tephrosceles cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Piliocolobus tephrosceles,3163,3163,100%,0.0,93.24,2961,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023211511.2?report=genbank&log$=nucltop&blast_rank=46&RID=YYPN66NU016"",""XM_023211511.2"")"
"PREDICTED: Macaca fascicularis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Macaca fascicularis,3160,3160,100%,0.0,93.19,3808,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_045368787.3?report=genbank&log$=nucltop&blast_rank=47&RID=YYPN66NU016"",""XM_045368787.3"")"
"PREDICTED: Colobus angolensis palliatus cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X2, mRNA",Colobus angolensis palliatus,3158,3158,100%,0.0,93.19,2689,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011956542.1?report=genbank&log$=nucltop&blast_rank=48&RID=YYPN66NU016"",""XM_011956542.1"")"
"PREDICTED: Trachypithecus francoisi cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Trachypithecus francoisi,3151,3151,100%,0.0,93.09,3462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033238938.1?report=genbank&log$=nucltop&blast_rank=49&RID=YYPN66NU016"",""XM_033238938.1"")"
"PREDICTED: Rhinopithecus roxellana cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Rhinopithecus roxellana,3147,3147,100%,0.0,93.05,2199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_010362115.2?report=genbank&log$=nucltop&blast_rank=50&RID=YYPN66NU016"",""XM_010362115.2"")"
"PREDICTED: Callithrix jacchus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X5, mRNA",Callithrix jacchus,3139,3139,100%,0.0,93.38,6523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_035271643.3?report=genbank&log$=nucltop&blast_rank=51&RID=YYPN66NU016"",""XM_035271643.3"")"
"PREDICTED: Callithrix jacchus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X6, mRNA",Callithrix jacchus,3139,3139,100%,0.0,93.38,6528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_035271646.3?report=genbank&log$=nucltop&blast_rank=52&RID=YYPN66NU016"",""XM_035271646.3"")"
"PREDICTED: Callithrix jacchus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Callithrix jacchus,3139,3139,100%,0.0,93.38,9087,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_035271645.3?report=genbank&log$=nucltop&blast_rank=53&RID=YYPN66NU016"",""XM_035271645.3"")"
"PREDICTED: Callithrix jacchus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Callithrix jacchus,3139,3139,100%,0.0,93.38,27196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_002757396.6?report=genbank&log$=nucltop&blast_rank=54&RID=YYPN66NU016"",""XM_002757396.6"")"
"PREDICTED: Callithrix jacchus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Callithrix jacchus,3139,3139,100%,0.0,93.38,24839,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_035271644.3?report=genbank&log$=nucltop&blast_rank=55&RID=YYPN66NU016"",""XM_035271644.3"")"
"PREDICTED: Callithrix jacchus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X4, mRNA",Callithrix jacchus,3139,3139,100%,0.0,93.38,9028,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_078348700.1?report=genbank&log$=nucltop&blast_rank=56&RID=YYPN66NU016"",""XM_078348700.1"")"
"PREDICTED: Cercocebus atys cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X2, mRNA",Cercocebus atys,3075,3226,95%,0.0,96.42,2568,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012055682.1?report=genbank&log$=nucltop&blast_rank=57&RID=YYPN66NU016"",""XM_012055682.1"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X5, mRNA",Macaca nemestrina,3070,3226,95%,0.0,96.37,12159,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011755324.3?report=genbank&log$=nucltop&blast_rank=58&RID=YYPN66NU016"",""XM_011755324.3"")"
"PREDICTED: Rhinopithecus bieti cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X3, mRNA",Rhinopithecus bieti,3063,3228,95%,0.0,96.26,2623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_017871859.1?report=genbank&log$=nucltop&blast_rank=59&RID=YYPN66NU016"",""XM_017871859.1"")"
"PREDICTED: Papio anubis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Papio anubis,3061,3213,95%,0.0,96.26,3859,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_021925085.2?report=genbank&log$=nucltop&blast_rank=60&RID=YYPN66NU016"",""XM_021925085.2"")"
"PREDICTED: Rhinopithecus roxellana cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Rhinopithecus roxellana,3049,3215,95%,0.0,96.10,2615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030921571.1?report=genbank&log$=nucltop&blast_rank=61&RID=YYPN66NU016"",""XM_030921571.1"")"
"PREDICTED: Macaca fascicularis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Macaca fascicularis,3048,3204,95%,0.0,96.10,3748,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_045368788.3?report=genbank&log$=nucltop&blast_rank=62&RID=YYPN66NU016"",""XM_045368788.3"")"
"PREDICTED: Trachypithecus francoisi cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Trachypithecus francoisi,3045,3215,95%,0.0,96.05,3264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_033238939.1?report=genbank&log$=nucltop&blast_rank=63&RID=YYPN66NU016"",""XM_033238939.1"")"
"PREDICTED: Piliocolobus tephrosceles cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X3, mRNA",Piliocolobus tephrosceles,3034,3208,95%,0.0,95.94,2785,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_023211512.2?report=genbank&log$=nucltop&blast_rank=64&RID=YYPN66NU016"",""XM_023211512.2"")"
"PREDICTED: Callithrix jacchus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X7, mRNA",Callithrix jacchus,2992,3144,100%,0.0,93.40,10591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_078348701.1?report=genbank&log$=nucltop&blast_rank=65&RID=YYPN66NU016"",""XM_078348701.1"")"
"PREDICTED: Saimiri boliviensis cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Saimiri boliviensis,2989,2989,100%,0.0,91.37,2963,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_074388288.1?report=genbank&log$=nucltop&blast_rank=66&RID=YYPN66NU016"",""XM_074388288.1"")"
"PREDICTED: Pan paniscus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X2, mRNA",Pan paniscus,2897,2897,78%,0.0,99.27,6277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055107626.1?report=genbank&log$=nucltop&blast_rank=67&RID=YYPN66NU016"",""XM_055107626.1"")"
"PREDICTED: Lemur catta cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Lemur catta,2763,2763,100%,0.0,89.51,2255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_045550177.1?report=genbank&log$=nucltop&blast_rank=68&RID=YYPN66NU016"",""XM_045550177.1"")"
"PREDICTED: Propithecus coquereli cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X1, mRNA",Propithecus coquereli,2751,2751,100%,0.0,89.26,2138,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012641919.1?report=genbank&log$=nucltop&blast_rank=69&RID=YYPN66NU016"",""XM_012641919.1"")"
"PREDICTED: Microcebus murinus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Microcebus murinus,2719,2719,100%,0.0,88.92,2085,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_076000489.1?report=genbank&log$=nucltop&blast_rank=70&RID=YYPN66NU016"",""XM_076000489.1"")"
"PREDICTED: Chlorocebus sabaeus cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X5, mRNA",Chlorocebus sabaeus,2712,2712,78%,0.0,96.76,9363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_073023241.1?report=genbank&log$=nucltop&blast_rank=71&RID=YYPN66NU016"",""XM_073023241.1"")"
"PREDICTED: Cercocebus atys cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant X3, mRNA",Cercocebus atys,2708,2860,83%,0.0,96.70,2334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_012055683.1?report=genbank&log$=nucltop&blast_rank=72&RID=YYPN66NU016"",""XM_012055683.1"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X6, mRNA",Macaca nemestrina,2703,2703,78%,0.0,96.64,5745,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_071077306.1?report=genbank&log$=nucltop&blast_rank=73&RID=YYPN66NU016"",""XM_071077306.1"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X7, mRNA",Macaca nemestrina,2703,2703,78%,0.0,96.64,5036,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011755325.3?report=genbank&log$=nucltop&blast_rank=74&RID=YYPN66NU016"",""XM_011755325.3"")"
"PREDICTED: Macaca nemestrina cyclic nucleotide gated channel subunit alpha 3 (LOC105490061), transcript variant X8, mRNA",Macaca nemestrina,2703,2703,78%,0.0,96.64,4886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011755326.3?report=genbank&log$=nucltop&blast_rank=75&RID=YYPN66NU016"",""XM_011755326.3"")"
"PREDICTED: Eulemur rufifrons cyclic nucleotide gated channel subunit alpha 3 (CNGA3), transcript variant X1, mRNA",Eulemur rufifrons,2695,2695,100%,0.0,88.79,2085,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_069494802.1?report=genbank&log$=nucltop&blast_rank=76&RID=YYPN66NU016"",""XM_069494802.1"")"
